A,B,C,D,E,F,G,H
1991,10,1,102424.54,-31.52,-178.81,5.3,33
1991,10,1,203020.06,35.71,65.51,5.3,12
1991,10,2,143255.19,-10.4,161.36,5.4,91
1991,10,2,161835.1,-46.54,-10.44,5,10
1991,10,2,174910.75,-10.27,161.06,5.2,95
1991,10,3,120140.86,-33.22,-179.35,5.1,33
1991,10,3,154614.34,-10.15,160.87,5.1,45
1991,10,3,190738.79,-33.95,179.62,5.2,33
1991,10,3,202010.21,-17.03,167.94,5.7,10
1991,10,3,202417.38,-16.82,167.89,5.9,10
1991,10,3,204331.16,-16.85,168.16,5.6,15
1991,10,5,55850.48,-19.12,-172.98,5.1,33
1991,10,5,72427.96,52.15,-169.24,5.3,33
1991,10,5,73241.09,0.69,121.19,5,104
1991,10,5,130934.32,-24.71,179.98,5,500
1991,10,6,14647.58,41.1,43.41,5,18
1991,10,6,24624.69,-64.75,177.71,5.3,10
1991,10,6,75133.67,-16.77,168.08,5.2,22
1991,10,6,164821.16,-7.36,-74.83,5.4,142
1991,10,6,195207.31,-59.06,-25.57,5.1,33
1991,10,7,103831.93,33.64,141.01,5,50
1991,10,7,112849.48,3.31,125.72,5,113
1991,10,7,195621.14,-10.55,117.16,5.2,50
1991,10,8,33115.6,45.59,149.05,6,145
1991,10,9,121918.53,0.9,-87.39,5,10
1991,10,9,153924.59,53.52,-165.91,5.2,33
1991,10,9,172205.4,1.8,31.29,5.7,33
1991,10,10,614.44,-13.95,167.24,5.1,199
1991,10,10,13229.44,-17.5,-174.54,5.3,152
1991,10,10,70402.53,-31.66,57.78,5.1,10
1991,10,10,85237.55,13.29,121.09,5,53
1991,10,10,232007.59,3.51,-83.32,5,10
1991,10,11,21630.39,-29.57,-177.54,5.2,33
1991,10,11,30151.27,-2.77,153.07,5.4,27
1991,10,11,30753.34,51.22,-176.96,5,33
1991,10,11,31441.09,31.66,50.74,5.2,38
1991,10,11,72130.21,-5.59,154.3,5.2,113
1991,10,11,95043.39,52.83,154.54,5,33
1991,10,11,104450.08,-7.6,117.45,5.1,312
1991,10,11,161230.3,-16.89,-174.17,5,130
1991,10,11,200425.8,-6.06,130.34,5.1,106
1991,10,11,202216.28,-20.6,-178.5,5,612
1991,10,12,162624.86,-13.74,166.67,6.1,43
1991,10,12,184238.42,-7.03,130.12,5,139
1991,10,13,5518.76,2.33,127.62,5,24
1991,10,13,5753.28,2.45,127.73,5.6,26
1991,10,13,61223.76,2.42,126.9,5,33
1991,10,13,181220.33,-56.1,-122.63,6.3,10
1991,10,14,55525.17,-6.05,154.44,5.2,417
1991,10,14,82009.55,1.77,127.31,5,137
1991,10,14,143555.73,-18.09,-178.44,5.3,582
1991,10,14,155812.79,-9.09,158.44,7.2,23
1991,10,14,155915.68,-4.53,135.56,5.3,33
1991,10,14,161657.22,-9.08,158.6,6.4,31
1991,10,14,165553.01,-9.03,158.36,6.1,18
1991,10,14,193151.8,-9.21,158.73,5,26
1991,10,15,33022.15,-9.03,158.21,5,16
1991,10,15,90717.41,-9.13,158.4,5.1,25
1991,10,15,161801.73,-6.49,130.04,5.9,136
1991,10,15,230055.06,34.43,26.24,5.2,21
1991,10,16,30614.9,-9.63,119.81,5.2,45
1991,10,16,52519.92,-7.51,128.12,5,151
1991,10,16,60555.08,32.46,142.31,5.1,35
1991,10,16,115354.18,-10.43,123.7,5.1,33
1991,10,16,173930.04,48.41,155.28,5,28
1991,10,17,41341.66,-32.33,-178.6,5.4,33
1991,10,17,52057.88,-4.52,135.38,5.7,22
1991,10,17,90520.23,-15.3,-173.56,6.2,35
1991,10,17,154325.62,-17.97,-178.65,5.2,555
1991,10,17,164624.52,-28.92,-178.01,5,30
1991,10,17,165727.12,42.94,145,5.1,64
1991,10,17,174656.82,86.99,63.22,5.1,10
1991,10,17,181157.5,53.11,159.62,5.1,32
1991,10,17,210251.28,28.53,-43.55,5.2,10
1991,10,17,213330.7,-17.83,-175.48,5,268
1991,10,18,103218.59,31.93,141.63,5.2,33
1991,10,18,172255.15,-24.3,-177.56,5.8,197
1991,10,18,191010.41,7.82,122.13,5.3,35
1991,10,18,1912,37.06,-116.04,5,0
1991,10,18,192759.13,-24.01,-175.83,5.3,18
1991,10,18,232202,2.56,127.84,5,23
1991,10,19,15527.53,0.94,97.41,5.1,26
1991,10,19,40907.53,53.69,-167.14,5.5,33
1991,10,19,45908.29,53.74,-167.23,5.2,33
1991,10,19,51053.6,53.87,-167.09,5.3,33
1991,10,19,51848,44.29,149.6,5.6,46
1991,10,19,84819.22,-9.01,117.17,5.8,96
1991,10,19,164506.68,-20.99,-178.6,5.1,603
1991,10,19,212314.3,30.78,78.77,6.8,10
1991,10,20,53226.85,30.79,78.69,5.3,26
1991,10,20,95127.81,33.34,135.25,5.2,40
1991,10,20,220721.64,-0.86,146.61,5,33
1991,10,21,224448.41,17.04,145.7,5,181
1991,10,23,41112.95,3.68,124.16,5,33
1991,10,23,41558.62,2.22,127.17,5,104
1991,10,23,52717.64,-6.99,105.4,5.4,61
1991,10,23,72031.12,-17.72,-178.79,5,557
1991,10,23,122456.35,-11.34,166.4,5.8,135
1991,10,23,124939.68,9.93,126,5.3,81
1991,10,23,221510.84,-26.46,-175.27,5.1,33
1991,10,23,231837.09,51.25,178.38,5.2,33
1991,10,23,235944.2,51.25,178.35,5.4,33
1991,10,24,317.26,37.39,74.71,5.2,33
1991,10,24,231220.65,-2.69,101.11,5.1,51
1991,10,25,52206.1,-0.76,127.42,5.1,33
1991,10,25,103901.38,43.3,144.35,5.7,98
1991,10,25,132502.66,-31.48,-177.77,5.1,33
1991,10,25,134821.59,13.4,120.44,5.2,22
1991,10,25,144039.88,23.79,122.95,5.2,26
1991,10,26,22731.57,18.51,145.67,5.7,192
1991,10,26,52759.65,7.36,-34.87,5,10
1991,10,27,449.35,-35.57,-178.82,5.2,99
1991,10,27,50645.98,35.96,141.38,5.2,28
1991,10,27,70123.27,40.2,63.05,5,38
1991,10,27,102246.55,-5.2,152.69,5.5,64
1991,10,27,161731.06,-22.09,-67.4,5.4,178
1991,10,27,220309.46,-2.58,126.3,5.4,56
1991,10,27,220503.58,-57.76,-25.37,5.5,33
1991,10,28,10910.86,33.83,131.22,5.2,17
1991,10,28,80607.67,-5.6,152.12,5.3,49
1991,10,28,175212.06,1.13,96.79,5,33
1991,10,28,215034.91,37.63,72.21,5.1,86
1991,10,29,92440.07,44.01,148.24,5.2,79
1991,10,29,165035.93,-6.6,130.81,5.2,104
1991,10,29,231357.43,-16.18,167.99,5.3,177
1991,10,30,10243.45,-7.11,154.85,5.2,30
1991,10,30,40242.55,-5.66,153.9,5.7,69
1991,10,30,45621.9,-16.28,-173.48,5,33
1991,10,30,103541.44,-15.31,-173.19,6.4,17
1991,10,30,160138.37,36.62,71.36,5,173
1991,10,30,163718.22,-18,-173.28,5,33
1991,10,31,11134.85,-2.02,134.31,5.2,32
1991,10,31,22902.53,40.15,72.84,5.2,21
1991,11,1,25112.77,1.24,122.11,5.6,37
1991,11,1,162322.37,-30.25,-177.98,6.6,21
1991,11,1,163253.75,-30.43,-177.73,5.7,10
1991,11,1,165256.45,46.55,152.78,6,43
1991,11,1,194045.26,-9.31,154.19,5.1,38
1991,11,2,152656.64,11.31,126.12,5,40
1991,11,3,173747.66,-16.56,-174,5.2,33
1991,11,3,181413.88,-7.04,155,5,63
1991,11,3,182855.46,-26.9,26.7,5.1,5
1991,11,4,15031.63,30.67,50.22,5.4,38
1991,11,4,51738.23,31.44,140.21,5.2,19
1991,11,4,62402.6,-6.07,148.2,5.6,49
1991,11,4,114943.27,-2.7,153.23,5,27
1991,11,5,65058.22,-4.69,-105.9,5.5,10
1991,11,5,65603.01,-6.24,146.44,5.8,105
1991,11,5,71212.4,-20.66,-176.69,5.3,262
1991,11,5,74949.1,30.6,50.17,5,37
1991,11,5,211616.02,-16.91,66.16,6,10
1991,11,7,42250.59,-21.43,-179.1,5,625
1991,11,7,55935.58,-26.31,-177.88,5.6,199
1991,11,7,92123.72,-7.32,128.55,5.9,140
1991,11,8,95845.52,25.57,142.28,5,33
1991,11,8,111330.38,6.22,126.61,5,82
1991,11,8,151344.18,26.32,70.61,5.6,22
1991,11,8,171243.99,-4.27,102.81,5.7,79
1991,11,9,70451.74,-56.19,-27.15,5.3,33
1991,11,10,82020.77,10,-83.26,5.3,37
1991,11,10,93707.71,-30.66,-176.32,5.3,33
1991,11,10,130439.38,-59.45,-26.18,5.2,33
1991,11,10,151914.28,30.58,50.27,5,43
1991,11,10,172216.46,3.42,128.04,5,65
1991,11,11,161550.35,-24.22,-177.39,5.5,177
1991,11,11,164010.15,3.42,128.03,5.3,161
1991,11,11,174557.44,17.91,-105.59,5.9,10
1991,11,11,221738.59,-21,-178.96,5,614
1991,11,11,223440.9,24.7,142.57,6,24
1991,11,12,12534.57,43.72,147.85,5,30
1991,11,12,85334.84,-31.11,-178.55,5.2,104
1991,11,12,94023.09,53.68,-167.12,5,33
1991,11,13,21453.9,-9.01,158.32,5.2,29
1991,11,13,100056.48,-4,127.63,5.1,179
1991,11,13,111213.24,8.36,126.37,6.8,35
1991,11,13,132147.59,2.91,-76.43,5,148
1991,11,13,192004.26,33.47,137.85,5.4,308
1991,11,13,202735.28,3.14,-78.58,5.2,26
1991,11,13,210429,30.75,50.08,5.1,33
1991,11,13,223017.64,-8.77,158.8,5.2,33
1991,11,14,135255.53,-8.07,125.11,5,59
1991,11,14,210308.37,-14.93,167.27,5,156
1991,11,16,3538.31,-37.28,176.76,5,285
1991,11,16,111238.17,-5.35,-100.73,5.3,10
1991,11,16,123246.57,37.69,66.47,5,28
1991,11,17,74607.69,40.04,142.69,5.2,41
1991,11,17,104216.05,-14.54,167.21,5.3,216
1991,11,17,204637.72,-5.11,-100.8,5.4,10
1991,11,18,85606.76,37.89,142.69,5,22
1991,11,18,110642.87,3.44,126.51,5,26
1991,11,18,113606.24,-24.17,-176.23,5.2,56
1991,11,19,53434.85,-1.33,134.26,5.2,26
1991,11,19,115638.41,8.44,-39.49,5.1,10
1991,11,19,132921.65,-56.12,-123.37,5.6,10
1991,11,19,174939.75,43.41,147.67,5.1,32
1991,11,19,222851.09,4.55,-77.44,7.2,21
1991,11,20,15417,46.78,9.52,5.1,10
1991,11,20,44049.77,-44.92,-80.96,5.3,10
1991,11,20,92309.46,-36.51,178.38,6.2,79
1991,11,20,94228.68,-30.66,-177.84,5.5,68
1991,11,21,123828.57,5.78,126.83,6,73
1991,11,21,125157.28,-6.81,131.22,5.1,125
1991,11,21,230314.49,48.75,-28.05,5.3,10
1991,11,22,183553.2,-22.36,174.18,5.1,33
1991,11,23,200041.71,-26.76,-114.94,5.4,10
1991,11,23,225204.14,-0.35,98.09,5.2,23
1991,11,24,34709.13,16.43,-97.85,5.3,29
1991,11,24,113015.12,-28.51,-176.12,5.1,33
1991,11,25,141544.67,-8.78,-74.44,5.3,146
1991,11,26,104132,51.4,-176,5.8,24
1991,11,26,134737.18,-8.85,113.77,5.1,106
1991,11,26,194048.57,42.05,142.52,6.1,56
1991,11,27,50331.35,48.24,154.81,5.9,27
1991,11,27,65842.77,-17.86,-116.06,5,10
1991,11,27,114518.81,4.67,-77.56,5.2,39
1991,11,27,115414.16,-27.11,-177.56,5,187
1991,11,27,222514.91,46.44,152.71,5,53
1991,11,28,20357.99,3.03,128.33,5,45
1991,11,28,171955.53,36.92,49.6,5.6,15
1991,11,29,233506.89,-44.38,167.85,5.2,10
1991,11,30,22318.61,-4.19,129.29,5.3,34
1991,11,30,141100.35,-10.84,-74.42,5,33
1991,12,1,131323.02,-22.36,-179.52,5,576
1991,12,1,200310.58,-26.88,26.66,5,9
1991,12,1,224115.2,-32.06,-69.51,5.2,115
1991,12,2,84940.28,45.5,21.11,5.5,9
1991,12,2,112054.93,-6.14,149.85,5.2,59
1991,12,2,131407.51,-16.24,-172.51,5,33
1991,12,2,172721.79,-15.87,-69.29,5.1,240
1991,12,2,173220.77,-17.86,-13.84,5.3,10
1991,12,3,103339.92,-26.48,178.71,6,561
1991,12,3,154612.68,-6.29,104.15,5.1,54
1991,12,3,175435.81,31.7,-115.91,5.3,5
1991,12,4,24730.34,-15.36,-174.24,5.4,33
1991,12,4,64257.03,-1.14,129.01,5,19
1991,12,5,91528.1,-41.27,80.4,5.8,10
1991,12,5,175118.44,-2.43,140.03,5.3,60
1991,12,5,195709.7,12.51,144.42,5.1,36
1991,12,5,202155.31,36.13,31.81,5.2,114
1991,12,7,114230.12,60.95,-150.34,5.1,50
1991,12,7,115900.91,45.47,151.39,5.9,49
1991,12,7,134729.31,1.81,126.48,5,65
1991,12,7,135740.61,24.06,93.91,5.1,69
1991,12,7,142232.27,25.19,62.97,5.2,29
1991,12,7,160317.11,45.37,151.54,5,24
1991,12,7,163454.92,45.42,151.55,5.6,44
1991,12,7,192124.41,-37.44,51.28,5.1,10
1991,12,8,24940.44,-31.3,-178.21,5.2,63
1991,12,8,63411.06,45.35,151.5,5.2,41
1991,12,8,110249.21,-32.69,-67.71,5,28
1991,12,8,140954.57,45.47,151.55,5.4,40
1991,12,8,233431.16,45.46,151.54,5.1,15
1991,12,9,10246.51,29.54,81.63,5.4,29
1991,12,9,65735.28,-3.77,151.38,5.3,10
1991,12,9,92304.86,37.21,-24.35,5.3,10
1991,12,9,231430.48,18.83,-155.85,5.2,46
1991,12,9,233914.48,0.18,125.79,5,72
1991,12,10,3141.5,-4.63,152.98,5.1,23
1991,12,10,83055.64,38.69,144.36,5.1,33
1991,12,10,153541.12,-17.87,-116.09,5.1,10
1991,12,10,231957.63,4.76,-77.47,5.2,28
1991,12,11,41535.58,-20.32,-177.77,5.1,543
1991,12,11,62941.86,-22.69,-175.12,5.7,42
1991,12,11,170310.64,-17.82,-116.02,6.4,18
1991,12,11,175806.58,-17.82,-116.02,5.2,11
1991,12,11,203939.2,-23.37,171.04,6.5,36
1991,12,12,61301.23,-18.18,168.03,5,33
1991,12,12,154133.65,-4.82,152.52,5.4,70
1991,12,13,1256.56,-7.27,128.62,5.6,158
1991,12,13,23351.85,45.58,151.56,6.6,30
1991,12,13,25106.37,45.51,151.76,5.2,42
1991,12,13,32438.16,45.39,151.64,5.5,46
1991,12,13,34714.09,45.29,151.61,5.1,42
1991,12,13,54529.03,45.57,151.53,6,25
1991,12,13,80010.39,45.49,151.77,5.5,43
1991,12,13,80803.22,45.31,151.7,5.1,45
1991,12,13,103204.51,7.49,124.87,5.1,31
1991,12,13,133729.59,-21.57,170.53,5,160
1991,12,13,144132.32,45.58,151.72,5,33
1991,12,13,153324.03,45.34,151.83,5,44
1991,12,13,154452.85,44.98,151.54,5.2,49
1991,12,13,170005.73,45.18,151.9,5,46
1991,12,13,182846.34,45.09,151.8,5,42
1991,12,13,185552.1,9.86,126.26,5.1,83
1991,12,13,185906.56,45.52,151.71,6.4,18
1991,12,13,192126.72,45.29,151.57,5.5,44
1991,12,13,194113.52,45.39,151.64,5.5,42
1991,12,13,195509.55,45.44,151.27,6.3,48
1991,12,13,195818.53,45.44,151.43,6.4,19
1991,12,13,203941.79,45.11,151.51,5.4,38
1991,12,13,204029.46,46.31,151.09,5,43
1991,12,13,210611.03,45.26,151.58,5.1,40
1991,12,13,221243.35,12.52,141.98,5.3,42
1991,12,13,224517.95,45.11,151.41,5,49
1991,12,14,757.29,-23.12,-66.53,5,210
1991,12,14,1441.03,45.49,151.61,5.1,33
1991,12,14,15652.8,45.28,151.72,5,44
1991,12,14,55305.53,35.04,57.59,5,33
1991,12,14,82023.8,33.98,88.84,5.1,33
1991,12,14,184948.64,1.63,127.13,5.3,128
1991,12,15,61259.36,-36.49,-98.52,5,10
1991,12,15,63638.48,-30.43,-177.92,5.9,56
1991,12,15,101658.57,45.12,151.37,5.7,33
1991,12,15,174209.64,11.93,142.71,5,20
1991,12,15,185605.61,-17.52,-70.42,5.7,103
1991,12,15,214700.69,45.3,151.99,5.1,46
1991,12,16,44743.19,53.05,159.6,5.2,37
1991,12,16,82419.13,-30.51,-177.55,5.1,33
1991,12,16,221150.91,-30.63,-177.49,5.1,38
1991,12,16,221634.73,12.96,141.77,5.1,21
1991,12,17,15019.08,-3.61,102.03,5.6,72
1991,12,17,34108.14,-62.55,155.05,6.1,10
1991,12,17,42303.69,43.22,145.55,5.2,55
1991,12,17,63817.32,47.39,151.5,5.8,157
1991,12,17,110948.9,45.28,151.96,5,41
1991,12,17,114035.08,-15.14,-173.55,5,33
1991,12,18,100109.61,45.39,151.43,5.1,31
1991,12,18,133641.84,-19.02,-177.84,5.1,610
1991,12,18,214348.47,9.27,124.07,5.3,519
1991,12,19,13340.43,45.25,151.18,6.8,27
1991,12,19,13732.58,45.36,150.99,5.8,33
1991,12,19,44137.21,48.97,-128.77,5.6,10
1991,12,19,44407.88,48.94,-128.71,5.6,10
1991,12,19,44544.6,48.93,-128.55,5.3,10
1991,12,19,44652.25,45.3,151.43,5.3,41
1991,12,19,102650.17,45.32,150.9,5.4,37
1991,12,19,123507.78,-32.06,-178.86,5.4,94
1991,12,19,142730.05,45.32,151.04,5.2,27
1991,12,19,185517.48,28.1,57.3,5.3,27
1991,12,19,210121.54,-24,179.87,5,529
1991,12,19,224233.02,6.04,-82.58,5.2,33
1991,12,20,20304.45,-16.09,-173.57,5.1,79
1991,12,20,20605.3,24.72,93.1,5.3,40
1991,12,20,75942.73,-4.91,151.18,5.2,140
1991,12,20,83537.37,45.13,151.25,5.8,48
1991,12,20,181044.74,9.77,-83.62,5.1,33
1991,12,21,80118.35,-22.68,-64.21,5,33
1991,12,21,164607.95,-4.96,151.51,5.1,135
1991,12,21,194111.57,22.79,143.89,5.3,88
1991,12,21,220210.33,8.3,-82.75,5.1,24
1991,12,22,84313.41,45.53,151.02,7.6,24
1991,12,22,84749.96,46.73,151.08,5.8,33
1991,12,22,85443.97,45.57,152.08,5.5,33
1991,12,22,92654.84,45.26,151.92,5,33
1991,12,22,95150.08,45.71,152.04,5.3,47
1991,12,22,95926.26,44.85,151.45,5.2,33
1991,12,22,102052.45,45.53,151.55,5.2,29
1991,12,22,115111.08,45.29,151.95,5.1,33
1991,12,22,150422.59,44.88,151.52,5,33
1991,12,22,170713,44.92,151.19,5.2,33
1991,12,22,204307.53,45.13,151.92,5,33
1991,12,22,211542.44,-4.89,103.18,5.8,58
1991,12,22,215539.82,56.26,-155.81,5,36
1991,12,23,1700.4,45.61,151.72,5.3,45
1991,12,23,15825.19,33.92,88.86,5.2,33
1991,12,23,21454.54,33.97,88.94,5,33
1991,12,23,24353.23,44.96,151.71,5.1,33
1991,12,23,131004.91,45.85,151.96,6,23
1991,12,23,150650.53,-36.39,179.76,5.1,48
1991,12,23,194206.58,-7.05,129.34,5.2,75
1991,12,23,195735.74,-3.43,127.31,5.2,33
1991,12,23,202341.88,-17.67,-178.96,5.1,555
1991,12,24,33817.94,-5.7,110.21,5.1,533
1991,12,24,104714.93,-9.57,117.98,5.2,75
1991,12,24,170847.06,-29.96,-176.92,5,66
1991,12,25,192323.43,45.67,151.73,5.4,28
1991,12,26,458.93,25.27,-109.71,5.2,10
1991,12,26,2218.42,25.31,-109.69,5.6,10
1991,12,26,2537.21,24.97,-109.83,5.2,10
1991,12,26,113556.24,54.38,162.52,5.5,28
1991,12,26,121008.46,-7.36,125.91,5,36
1991,12,26,123441.3,7.98,126.68,5.1,78
1991,12,27,23243.11,-19.17,-176.4,5.7,25
1991,12,27,40558.24,-56.03,-25.27,7.2,10
1991,12,27,41946.69,-9.01,157.89,5.8,33
1991,12,27,80928.93,-55.43,-26.42,5,33
1991,12,27,90937.5,51.02,98.15,6.4,13
1991,12,27,171427.24,-9.03,157.88,5.3,10
1991,12,28,5210.16,-56.1,-24.61,6.6,10
1991,12,28,22028.17,-55.44,-26.47,5.4,33
1991,12,28,34031.61,-6.45,150.34,5.3,26
1991,12,28,42021.22,-8.88,157.74,5,10
1991,12,28,50828.87,-6.44,150.4,5,59
1991,12,28,53529.75,-7.96,125.58,5.3,36
1991,12,28,90703.39,51.1,98.06,5,16
1991,12,28,103628.99,45.51,151.54,5.2,19
1991,12,28,110519.01,-6.36,150.24,5.7,22
1991,12,28,125237.92,45.2,151.09,5,21
1991,12,28,131226.97,-17.81,-115.94,5,10
1991,12,28,155947.1,-56.57,-25.33,5.1,57
1991,12,29,183548.22,-30.87,-178.04,5.2,71
1991,12,29,183909.46,-4.42,132.73,6.1,36
1991,12,29,194317.42,49.67,155.98,5.4,48
1991,12,30,830.55,-24.08,-179.96,5.1,540
1991,12,30,220743.52,-4.59,152.94,5.1,61
1991,12,30,223758.85,17.71,-61.63,5.3,46
1991,12,31,184753.01,-23.26,179.09,5,564
1992,1,2,53734,40.64,71.17,5.2,33
1992,1,2,114535.61,32.33,-103.1,5,5
1992,1,2,164040.6,48.74,-129.23,6.1,10
1992,1,2,194145.07,5.64,-73.83,5.8,134
1992,1,3,20515.02,-7.55,130.11,5,26
1992,1,3,33920.59,-48.97,123.46,5.6,10
1992,1,3,95544.85,3.5,122.71,5.1,556
1992,1,4,5659.1,66.63,-94.77,5.3,18
1992,1,4,33521.65,31.95,69.99,5.4,29
1992,1,5,113846.87,35.5,140.24,5.2,71
1992,1,5,171421.04,40.87,71.17,5,16
1992,1,6,110725.2,-17.14,-176.81,5.2,22
1992,1,6,142814.79,0.68,123.34,5.3,58
1992,1,6,204412.46,33.46,138.64,5.1,20
1992,1,6,205439.48,14.11,146.64,5.1,43
1992,1,6,212601.28,-6.26,146.42,5.1,115
1992,1,7,140855.18,-4.39,132.71,5,39
1992,1,7,172555.6,45.77,151.18,5.1,43
1992,1,7,185937.5,-9.68,119.58,5,106
1992,1,8,180442.64,15.55,-95.23,5,21
1992,1,9,90730,10.58,-62.69,5.1,100
1992,1,9,153904.1,-9,-109.36,5.7,10
1992,1,9,191619.86,-4.66,133.32,5,25
1992,1,9,212854.83,-3.49,135.92,5.1,33
1992,1,10,3808.27,13.64,120.82,5.1,143
1992,1,10,70302.52,-13.35,-76.46,5,52
1992,1,10,144619.12,2.32,127.44,5.6,20
1992,1,10,203523.24,-56.08,-24.43,5.2,33
1992,1,11,61655.96,9.31,86.96,5.7,21
1992,1,11,105815.58,-18.56,-177.5,5.1,500
1992,1,11,193751.92,-55.61,-25.22,5.4,33
1992,1,12,1227.17,39.67,98.3,5.2,22
1992,1,12,73906.5,-6.91,154.12,5,109
1992,1,12,182902.15,-8.95,124.3,5.3,62
1992,1,12,205158.34,-32.98,-179.8,5,437
1992,1,13,60844.18,49.15,-129,5.4,10
1992,1,13,93743.7,-20.93,-178.72,5.9,575
1992,1,13,114009.9,17.96,121.64,5,22
1992,1,13,115823.14,1.34,127.37,6.1,112
1992,1,13,135332.41,-6.62,154.4,5.1,96
1992,1,13,190744.12,-17.92,-179.45,5.1,583
1992,1,13,233825.39,-19,-172.76,5.3,33
1992,1,14,104514.51,-55.62,-25.21,5.2,33
1992,1,14,160305.85,-56.11,-26.45,5.1,33
1992,1,14,211832.62,-33.16,-178.69,5,33
1992,1,15,11812.73,-2.17,-77.04,5.6,147
1992,1,15,33211.8,-31.58,-176.72,5,33
1992,1,15,50032.88,13.94,120.67,5.2,146
1992,1,15,65832.44,18.02,-70.62,5.7,10
1992,1,15,233146.41,24.42,142.79,5.1,25
1992,1,16,103227.58,-33.08,-178.55,5,81
1992,1,16,125813.82,-18.95,-175.39,5.1,230
1992,1,16,184649.73,41.51,141.85,5.4,72
1992,1,16,205850.21,52.95,159.66,5.1,43
1992,1,17,1527.15,52.93,159.7,5.4,43
1992,1,17,44305.9,-0.25,123.23,5,103
1992,1,17,101828.36,-33.33,-178.71,5,33
1992,1,18,154213.64,-35.17,-71.59,5,33
1992,1,18,231002.93,3.96,123.04,5.4,541
1992,1,19,180421.89,-55.91,-24.28,5.3,33
1992,1,20,85822.55,27.4,65.99,5.5,26
1992,1,20,104136.64,-17.78,-116.03,5.2,10
1992,1,20,133703.08,27.98,139.4,6.7,498
1992,1,21,44536.76,-26.62,-176.45,5.1,28
1992,1,21,75720.73,-9.34,122.79,5.1,26
1992,1,21,132903.3,-4.03,102.43,5.2,101
1992,1,21,220758.93,26.63,67.2,5.4,25
1992,1,22,10655.51,38.47,140.31,5.7,115
1992,1,22,20205.89,-0.09,124.36,5,91
1992,1,22,62449.68,-14.11,167.29,5.4,198
1992,1,22,72345.69,-34.51,-179.76,5.2,81
1992,1,22,174351.77,-12.09,167.16,5,33
1992,1,22,194648.85,45.38,150.85,5.1,33
1992,1,22,214125.97,35.35,121.11,5.5,33
1992,1,22,215555.52,-15.76,-178.58,5.2,462
1992,1,23,42415.65,38.35,20.32,5.6,16
1992,1,23,62738.68,38.36,20.31,5,10
1992,1,23,102626.73,34.57,93.16,5.2,33
1992,1,23,125417.16,-17.58,-173.31,5.2,33
1992,1,23,144615.3,-53.44,24.86,5,10
1992,1,23,182939.98,-17.98,168.43,5,97
1992,1,24,50447.33,35.51,74.53,5.5,47
1992,1,24,120924.34,-9.4,148.8,5.4,35
1992,1,25,171112.56,-50.42,-72.16,5.1,33
1992,1,26,43102.89,-5.94,153.96,5,76
1992,1,26,80948.72,29.8,129.45,5.4,148
1992,1,26,84457.99,-3.68,139.91,5,33
1992,1,26,184228.35,53.21,158.54,5,144
1992,1,27,61852.96,-13.29,166.59,5.3,33
1992,1,27,82341.78,-2.86,139.98,5.1,33
1992,1,27,95258.81,-21.48,-68.03,5.8,144
1992,1,27,222659.33,0.41,126.38,5.1,33
1992,1,28,74140.47,-5.38,151.72,5,68
1992,1,28,102549.59,-6.94,125.94,5.1,493
1992,1,28,152905.64,-21.36,-174.27,5.3,36
1992,1,28,220654.83,-26.09,71.38,5.1,10
1992,1,29,91758.4,-17.75,-116.06,5,10
1992,1,29,115612.98,0.46,126.43,5,56
1992,1,29,120040.15,1.3,122.59,5,33
1992,1,30,44316.91,-1.54,-12.75,5.3,10
1992,1,30,44608.35,-1.74,-12.84,5,10
1992,1,30,52201.41,24.96,63.14,5.9,29
1992,1,30,155405.36,1.9,128.58,5.3,29
1992,1,30,181355.39,26.58,126.36,5,137
1992,1,30,224217.06,-58.21,148.53,5.9,10
1992,1,30,233353.17,22.91,142.9,5.5,33
1992,1,31,233335.31,-3.34,135.47,5.2,47
1992,2,1,172244.91,-15.8,-71.72,5,10
1992,2,1,190404.53,35.11,139.64,5.8,100
1992,2,2,2205.99,-51.65,139.41,6,10
1992,2,2,3130.94,-51.55,139.7,6.3,10
1992,2,2,23201.94,-5.35,146.95,5.1,200
1992,2,2,174335.63,45.44,150.79,5.8,36
1992,2,2,193716.5,-4.16,102.16,5.2,62
1992,2,2,194022.16,14.52,145.83,5.3,114
1992,2,3,22540.85,3.94,126.4,5.1,74
1992,2,3,71344.62,-6.19,131.47,5.2,95
1992,2,3,120730.43,-18.79,169.21,5.1,229
1992,2,4,15839.74,-7.14,109.07,5.1,58
1992,2,4,130445.53,-19.73,-178.12,5.7,600
1992,2,4,172143.22,-3,139.55,5,33
1992,2,5,44930.89,-6.43,130.19,5,82
1992,2,5,53314.48,45.2,150.98,5.4,51
1992,2,5,131341.32,52.24,-170.23,5.9,33
1992,2,5,131426.78,-5.77,147.62,5,137
1992,2,5,142112.04,14.65,-92.59,5.5,75
1992,2,5,231048.63,31.43,66.82,5.5,17
1992,2,5,234136.85,31.36,66.86,5,33
1992,2,6,11238.55,-5.72,103.16,6.5,36
1992,2,6,31456.05,-40.42,-74.52,5.2,34
1992,2,6,33515.32,29.61,95.52,5.6,15
1992,2,6,35437.61,-5.68,103.16,5.7,33
1992,2,6,43501.24,-5.78,103.08,5.4,36
1992,2,6,51850.51,-5.83,147.77,5.2,113
1992,2,6,141843.01,-56.04,-24.52,5.1,33
1992,2,6,165059.23,-22.14,-179.45,5.1,607
